GOID	term	gene	geneSetSize
GO:0042761	VERY LONG-CHAIN FATTY ACID BIOSYNTHETIC PROCESS	ACB1|ELO1|ELO2|ELO3|IFA38|PHS1|TSC13	7
GO:0071577	ZINC ION TRANSMEMBRANE TRANSPORT	ATX2|COT1|MSC2|YKE4|ZRC1|ZRG17|ZRT1|ZRT2|ZRT3	9
GO:0006207	'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS	CPA1|CPA2|URA1|URA10|URA2|URA3|URA4|URA5|URA6	9
GO:0042791	5S CLASS RRNA TRANSCRIPTION BY RNA POLYMERASE III	PZF1|TFC1|TFC3|TFC4|TFC6|TFC7|TFC8	7
GO:0006526	ARGININE BIOSYNTHETIC PROCESS	ARG1|ARG2|ARG3|ARG4|ARG5,6|ARG7|ARG8|CPA1|CPA2|ORT1	10
GO:0051016	BARBED-END ACTIN FILAMENT CAPPING	ABP1|AIM3|AIP1|BNI1|BNR1|CAP1|CAP2|TWF1	8
GO:0000753	CELL MORPHOGENESIS INVOLVED IN CONJUGATION WITH CELLULAR FUSION	AFR1|BEM1|FIG1|FIG2|HBT1|HUB1|MDY2|SPO14	8
GO:0044257	CELLULAR PROTEIN CATABOLIC PROCESS	ASK10|CDC28|HSL1|HSL7|MCK1|SKP2|SNA2|SNA3	8
GO:0045333	CELLULAR RESPIRATION	COQ10|COX10|RSF1|SDH1|SDH2|SDH3|SDH4|YJL045W|YJR120W	9
GO:0046513	CERAMIDE BIOSYNTHETIC PROCESS	ISC1|LAC1|LAG1|LCB1|LCB2|LIP1|YDC1|YPC1	8
GO:0072583	CLATHRIN-DEPENDENT ENDOCYTOSIS	APL3|APM2|APM4|APS2|CLC1|SWA2|UBX3|YAP1801|YAP1802	9
GO:0000729	DNA DOUBLE-STRAND BREAK PROCESSING	CDC28|DIN7|DNA2|EXO1|FUN30|RIF1|SAE2|SGS1	8
GO:0000076	DNA REPLICATION CHECKPOINT	CCR4|CSM3|DDC1|DPB11|GLC7|MRC1|RFC2|TOF1	8
GO:0043137	DNA REPLICATION, REMOVAL OF RNA PRIMER	POL3|POL31|POL32|RAD27|RNH1|RNH201|RNH202|RNH203	8
GO:0045184	ESTABLISHMENT OF PROTEIN LOCALIZATION	LCD1|NBA1|NIS1|RFA1|RFA2|RFA3|RSR1|SGO1	8
GO:0010458	EXIT FROM MITOSIS	APC1|APC2|CDC10|CDC5|DBF20|KAP104|SHS1|SKP1	8
GO:0051156	GLUCOSE 6-PHOSPHATE METABOLIC PROCESS	EMI2|GLK1|HXK1|HXK2|PGI1|PGM1|PGM2|YLR446W	8
GO:0010255	GLUCOSE MEDIATED SIGNALING PATHWAY	GPA2|GPB1|GPB2|GPR1|RGT2|SNF3|YCK1|YCK2	8
GO:0005977	GLYCOGEN METABOLIC PROCESS	AAP1|GAC1|GIP2|GLC7|GLC8|GPH1|PCL10|PCL6|PCL7|PCL8|PPG1|SHP1|UGP1|YHL012W|YPI1	15
GO:0000372	GROUP I INTRON SPLICING	CBP2|MNE1|MRS1|MSS116|MSS18|NAM2|PET54|SUV3	8
GO:0031507	HETEROCHROMATIN ASSEMBLY	DPB4|FUN30|MCM5|NUP170|RTT106|SIR1|SIR3	7
GO:0030491	HETERODUPLEX FORMATION	RAD51|RAD54|RAD55|RAD57|RDH54|RFA1|RFA2|RFA3	8
GO:0045143	HOMOLOGOUS CHROMOSOME SEGREGATION	CDC55|CSM1|IPL1|LRS4|MAM1|TUB1|TUB2|TUB3	8
GO:0006972	HYPEROSMOTIC RESPONSE	CIN5|ENA1|HKR1|HOG1|MSB2|PBS2|SGD1|SUB1	8
GO:0046855	INOSITOL PHOSPHATE DEPHOSPHORYLATION	DDP1|INM1|INM2|INP51|INP52|INP53|INP54|MET22|SIW14	9
GO:0019878	LYSINE BIOSYNTHETIC PROCESS VIA AMINOADIPIC ACID	ACO2|ARO8|ARO9|LYS1|LYS12|LYS2|LYS20|LYS21|LYS4|LYS5|LYS9	11
GO:0000460	MATURATION OF 5.8S RRNA	LAS1|LRP1|MAK16|MTR4|NSA2|RPF1|RRP15|TIF6	8
GO:0061025	MEMBRANE FUSION	ATG8|DNM1|GTA1|MGM1|MSO1|SHP1|USO1|VPS1	8
GO:0045910	NEGATIVE REGULATION OF DNA RECOMBINATION	CDC73|HHO1|MSH2|MSH6|PAF1|PAP2|SIR2|SRS2	8
GO:0061188	NEGATIVE REGULATION OF RIBOSOMAL DNA HETEROCHROMATIN ASSEMBLY	CTI6|DEP1|PHO23|RPD3|RXT2|SAP30|SDS3|SIN3	8
GO:0016479	NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	PHO23|RIO1|RPD3|RXT3|SAP30|SIN3|UME1	7
GO:0010526	NEGATIVE REGULATION OF TRANSPOSITION, RNA-MEDIATED	ELG1|FUS3|MMS1|RTT101|RTT103|RTT105|RTT107|RTT109	8
GO:0009313	OLIGOSACCHARIDE CATABOLIC PROCESS	AMS1|IMA1|IMA2|IMA3|IMA4|IMA5|MAL12|MAL32	8
GO:0015940	PANTOTHENATE BIOSYNTHETIC PROCESS	ALD2|ALD3|ECM31|FMS1|PAN5|PAN6|SPE1|SPE2|SPE3|SPE4	10
GO:0070262	PEPTIDYL-SERINE DEPHOSPHORYLATION	CDC14|CDC55|PPH21|PPH22|PTC5|PTC6|SIT4|TPS2	8
GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION	FIG4|INP51|INP52|INP53|INP54|SAC1|TEP1|YMR1	8
GO:0046854	PHOSPHATIDYLINOSITOL PHOSPHORYLATION	ARG82|FAB1|INM1|INM2|KCS1|LSB6|MET22|MSS4|PIK1|STT4|TOR2|VPS34	12
GO:0016310	PHOSPHORYLATION	ADK1|ADK2|ADO1|AKL1|ALK1|ALK2|ARG2|ARG5,6|ARG82|ARK1|ARO1|ATG1|BCK1|BUB1|BUD16|BUD17|BUD32|CAB1|CAB4|CAB5|CAK1|CBK1|CDC15|CDC19|CDC28|CDC5|CDC7|CDC8|CHK1|CKA1|CKA2|CKI1|CLA4|CLP1|CMK1|CMK2|COQ8|CTK1|DAK1|DAK2|DAS2|DBF2|DBF20|DGK1|DUN1|EKI1|ELM1|EMI2|ENV7|ERG12|ERG8|FAB1|FAP7|FMN1|FMP48|FOL1|FPK1|FRK1|FUS3|GAL1|GCN2|GIN4|GLK1|GRC3|GUK1|GUT1|HAL5|HOG1|HOM3|HRK1|HRR25|HSL1|HXK1|HXK2|IKS1|IME2|IPK1|IPL1|IRE1|ISR1|KCC4|KCS1|KDX1|KIC1|KIN1|KIN2|KIN28|KIN3|KIN4|KIN82|KKQ8|KNS1|KSP1|KSS1|LCB4|LCB5|LSB6|MCK1|MEC1|MEK1|MET14|MKK1|MKK2|MPS1|MRK1|MSS4|NNK1|NPR1|NRK1|PBS2|PFK1|PFK2|PFK26|PFK27|PGK1|PHO85|PIK1|PKC1|PKH1|PKH2|PKH3|PKP1|PKP2|POS5|PRK1|PRO1|PRR1|PRR2|PRS1|PRS2|PRS3|PRS4|PRS5|PSK1|PSK2|PTK1|PTK2|PYK2|RAD53|RBK1|RCK1|RCK2|RIM11|RIM15|RIO1|RIO2|RTK1|SAK1|SAT4|SCH9|SEC59|SGV1|SKM1|SKS1|SKY1|SLN1|SLT2|SMK1|SNF1|SPS1|SSK2|SSK22|SSN3|STE11|STE20|STE7|STT4|SWE1|TDA1|TDA10|TEL1|THI20|THI21|THI22|THI6|THI80|THR1|TIM54|TOR1|TOR2|TOS3|TPK1|TPK2|TPK3|TRL1|URA6|URK1|UTR1|VHS1|VIP1|VPS15|VPS34|VTC4|XKS1|YAK1|YCK1|YCK2|YCK3|YDR109C|YDR248C|YEF1|YFH7|YGK3|YHR033W|YLR345W|YLR446W|YNK1|YPD1|YPK1|YPK2|YPK3|YPL150W	212
GO:2000601	POSITIVE REGULATION OF ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	ABP1|ARC40|CRN1|LAS17|MYO3|MYO5|PAN1|VRP1	8
GO:1903833	POSITIVE REGULATION OF CELLULAR RESPONSE TO AMINO ACID STARVATION	GCN2|GCN3|GCN4|GIR2|NPR2|NPR3|RBG1|RBG2	8
GO:0035066	POSITIVE REGULATION OF HISTONE ACETYLATION	ADA2|ASF1|FUN19|HIR3|SET1|SET2|VPS75|YOR338W	8
GO:0006279	PREMEIOTIC DNA REPLICATION	CDC7|CLB5|CLB6|DBF4|LGE1|MUM2|POL1|RIM4	8
GO:0045041	PROTEIN IMPORT INTO MITOCHONDRIAL INTERMEMBRANE SPACE	ERV1|HOT13|HSP10|HSP60|MIA40|MIC60|TCM62|YME1	8
GO:0036228	PROTEIN LOCALIZATION TO NUCLEAR INNER MEMBRANE	ICE2|NUP100|NUP145|NUP157|NUP170|NUP2|NUP49|NUP57	8
GO:0097428	PROTEIN MATURATION BY IRON-SULFUR CLUSTER TRANSFER	CIA1|GRX5|ISA1|ISA2|JAC1|MET18|NFU1|SSQ1	8
GO:0018345	PROTEIN PALMITOYLATION	AKR1|AKR2|ERF2|PFA3|PFA4|PFA5|SHR5|SWF1	8
GO:0043335	PROTEIN UNFOLDING	ARB1|GCN20|HSP104|HSP78|PEX1|PEX6|SSC1	7
GO:0042823	PYRIDOXAL PHOSPHATE BIOSYNTHETIC PROCESS	BUD16|BUD17|SNO1|SNO2|SNO3|SNZ1|SNZ2|SNZ3	8
GO:0043087	REGULATION OF GTPASE ACTIVITY	BEM2|BEM3|BUD2|IQG1|IRA1|IRA2|MSB3|RGA1|RGA2|RGD1|TRS120|TRS130|TRS33	13
GO:0043618	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS	ASF1|CST6|INO80|RRD1|RTT109|SET1|SPT6|SUB1	8
GO:0006449	REGULATION OF TRANSLATIONAL TERMINATION	CAM1|ECM32|EFB1|GLE1|ITT1|NAM7|NEW1|TPA1	8
GO:0007266	RHO PROTEIN SIGNAL TRANSDUCTION	BEM4|CDC42|EXO70|RDI1|RHO5|SLG1|WSC2|WSC3	8
GO:0034517	RIBOPHAGY	ATG11|BRE5|CDC48|DOA1|PRO1|RSP5|UBP3|VAC8	8
GO:0001510	RNA METHYLATION	IME4|MRM1|MRM2|NCL1|NOP2|RCM1|SPB1|TGS1|TRM2|TRM7	10
GO:0015891	SIDEROPHORE TRANSPORT	ARN1|ARN2|FIT1|FIT2|FIT3|FRE3|FRE4|SIT1	8
GO:0006465	SIGNAL PEPTIDE PROCESSING	AFG3|IMP2|PCP1|SEC11|SPC1|SPC2|SPC3|YPF1|YTA12	9
GO:0031134	SISTER CHROMATID BIORIENTATION	BIR1|BUB1|CDC48|MPS1|RTS1|SGO1|SHP1|SPC105	8
GO:0005987	SUCROSE CATABOLIC PROCESS	IMA1|IMA2|IMA3|IMA4|IMA5|MAL12|MAL32|SUC2	8
GO:0019346	TRANSSULFURATION	CYS3|CYS4|IRC7|MET17|STR2|STR3|TUM1|YHR112C|YLL058W|YML082W	10
GO:0006624	VACUOLAR PROTEIN PROCESSING	ATG15|ATG18|ENV11|ENV7|ENV9|PEP4|SND2|VPS41	8
GO:0006904	VESICLE DOCKING INVOLVED IN EXOCYTOSIS	MSO1|MYO2|PEP3|PEP5|PEP7|SEC1|SEC15|SEC4|SEC8|SLY1|SMY1|VPS33|VPS45	13
GO:0048280	VESICLE FUSION WITH GOLGI APPARATUS	BOS1|SEC17|SEC18|SEC22|SED5|SLY1|USO1|VTI1|YIP1	9
GO:0090522	VESICLE TETHERING INVOLVED IN EXOCYTOSIS	EXO70|EXO84|SEC10|SEC15|SEC3|SEC5|SEC6|SEC8	8
GO:0015696	AMMONIUM TRANSPORT	ADY2|AMF1|ATO2|ATO3|ATR1|ATR2|MEP1|MEP2|MEP3	9
GO:0000492	BOX C/D SNORNP ASSEMBLY	BCD1|HIT1|HSC82|HSP82|PIH1|RSA1|RVB1|RVB2|TAH1	9
GO:0000436	CARBON CATABOLITE ACTIVATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	HAP1|HAP2|HAP3|HAP4|HAP5|SNF5|SWI1|SWI3|USV1	9
GO:0032186	CELLULAR BUD NECK SEPTIN RING ORGANIZATION	CDC11|DMA1|DMA2|PKC1|RHO1|RTS1|SHS1|SPR28|VHS2	9
GO:0030003	CELLULAR CATION HOMEOSTASIS	ATC1|HAL5|KKQ8|PDR5|PGM2|SAT4|SKY1|SNQ2|YVC1	9
GO:0051131	CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY	BCS1|HSP10|HSP60|IRC25|PIM1|POC4|SBA1|TCM62|YKE2	9
GO:0000448	CLEAVAGE IN ITS2 BETWEEN 5.8S RRNA AND LSU-RRNA OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	GRC3|LAS1|RAI1|RAT1|RPL17A|RPL17B|RPL37A|RPL37B|TOM1	9
GO:0071629	CYTOPLASM PROTEIN QUALITY CONTROL BY THE UBIQUITIN-PROTEASOME SYSTEM	CDC48|FES1|GIM3|NPL4|RAD6|UBC4|UBR1|UBR2|UFD1	9
GO:0031122	CYTOPLASMIC MICROTUBULE ORGANIZATION	BIK1|DYN1|NIP100|SAP1|SPC72|SPC97|SPC98|TUB2|TUB4|YTA6	10
GO:0000730	DNA RECOMBINASE ASSEMBLY	CSM2|DMC1|PSY3|RAD51|RAD52|RAD55|RAD57|SAE3|SHU1|SHU2	10
GO:0006271	DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION	MCM10|MCM2|MCM3|MCM4|MCM6|MCM7|POL31|TOP1|TOP2	9
GO:0032581	ER-DEPENDENT PEROXISOME ORGANIZATION	DSL1|PEX19|PEX29|PEX3|PEX30|RTN1|RTN2|SEC39|YOP1	9
GO:0000349	GENERATION OF CATALYTIC SPLICEOSOME FOR FIRST TRANSESTERIFICATION STEP	CWC24|IST3|PRP19|PRP2|SNU114|SPP381|SPP382|SYF1|YJU2	9
GO:0000350	GENERATION OF CATALYTIC SPLICEOSOME FOR SECOND TRANSESTERIFICATION STEP	CDC40|CEF1|ISY1|PRP16|PRP18|PRP22|PRP45|PRP8|SLU7	9
GO:0006537	GLUTAMATE BIOSYNTHETIC PROCESS	GDH1|GDH3|GLT1|IDH1|IDH2|IDP1|MEU1|PUT1|PUT2	9
GO:0005978	GLYCOGEN BIOSYNTHETIC PROCESS	GAC1|GDB1|GLC3|GLC8|GLG1|GLG2|GSY1|GSY2|IDS2|IGD1|PGM1|PGM2|PIG1|UGP1	14
GO:0000188	INACTIVATION OF MAPK ACTIVITY	MSG5|NBP2|PPS1|PTC1|PTC2|PTC3|PTP2|PTP3|SDP1	9
GO:0036297	INTERSTRAND CROSS-LINK REPAIR	CHL1|EXO5|HRQ1|MGM101|MPH1|MSH2|MSH6|PSO2|SLX4	9
GO:0032366	INTRACELLULAR STEROL TRANSPORT	ARV1|DET1|LAM1|LAM4|LAM5|LAM6|NPC2|SIP3|YSP2	9
GO:0034965	INTRONIC BOX C/D RNA PROCESSING	POP1|POP3|POP4|POP5|POP6|POP7|POP8|RPP1|RPR2	9
GO:0051382	KINETOCHORE ASSEMBLY	ARP4|CHL4|CSE4|CTF13|MHF2|MIF2|MTW1|SCM3|SGT1|SKP1	10
GO:0006273	LAGGING STRAND ELONGATION	CDC9|DNA2|POL1|POL12|POL30|POL31|POL32|PRI1|PRI2	9
GO:0034389	LIPID DROPLET ORGANIZATION	ENV9|LDB16|LOA1|PAH1|SCS3|SEI1|UBX2|UME6|YFT2	9
GO:0097502	MANNOSYLATION	ALG1|ALG11|ALG12|ALG2|ALG3|ALG9|ANP1|CSH1|GPI10|GPI14|GPI18|HOC1|KRE2|KTR1|KTR2|KTR3|KTR4|KTR5|KTR6|KTR7|MNN1|MNN10|MNN11|MNN9|MNT2|MNT3|MNT4|OCH1|PBN1|PGA1|SMP3|SUR1|VAN1|YUR1	34
GO:0051598	MEIOTIC RECOMBINATION CHECKPOINT	DDC1|DOT1|FPR3|HOP1|MEK1|PCH2|RED1	7
GO:0070096	MITOCHONDRIAL OUTER MEMBRANE TRANSLOCASE COMPLEX ASSEMBLY	MDM10|MDM12|MIM1|MIM2|MMM1|SAM35|SAM37|TOM20|TOM5|TOM6	10
GO:0006839	MITOCHONDRIAL TRANSPORT	AAC1|MRX20|ODC1|ODC2|PET9|SAL1|TMH11|YMC1|YMC2	9
GO:0044772	MITOTIC CELL CYCLE PHASE TRANSITION	CLB1|CLB2|CLB3|CLB4|CLB5|CLB6|CLN1|CLN2|CLN3	9
GO:0033314	MITOTIC DNA REPLICATION CHECKPOINT	CDC6|CDC7|DBF4|DPB11|MEC3|ORC1|POL2|RAD24|SLD2	9
GO:0016242	NEGATIVE REGULATION OF MACROAUTOPHAGY	KSP1|PCL5|PHO80|PHO85|SIC1|TOR1|TOR2|XRN1	8
GO:2000221	NEGATIVE REGULATION OF PSEUDOHYPHAL GROWTH	DIG1|DIG2|FKH1|FKH2|IME4|MUM2|NRG1|NRG2|SLZ1	9
GO:0006817	PHOSPHATE ION TRANSPORT	CTO1|DIC1|ERD1|GTR1|PHO84|PHO86|PHO87|PHO88|PHO89|PHO90|PHO91|SYG1	12
GO:2000786	POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY	ATG11|ATG17|CDC14|CDC55|PIK1|PPH21|PPH22|RTS1|YVH1	9
GO:0045807	POSITIVE REGULATION OF ENDOCYTOSIS	CLC1|FKS1|HAL5|RHO1|ROM2|RSP5|SAT4|SLG1|TOR2	9
GO:0045842	POSITIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION	ACL4|APC11|APC4|APC5|CDC16|CDC20|CDC23|CDC27|CDH1	9
GO:2000222	POSITIVE REGULATION OF PSEUDOHYPHAL GROWTH	CDC42|GAL83|PHD1|RAS2|RGA1|SIP1|SIP2|SNF1|TEC1	9
GO:0060963	POSITIVE REGULATION OF RIBOSOMAL PROTEIN GENE TRANSCRIPTION BY RNA POLYMERASE II	EUC1|FHL1|GCR1|GCR2|HOT1|IFH1|MSN1|SCH9|SFP1	9
GO:0045727	POSITIVE REGULATION OF TRANSLATION	DOM34|GUF1|HBS1|PBP1|PUF3|RLI1|UPF3	7
GO:0045903	POSITIVE REGULATION OF TRANSLATIONAL FIDELITY	CTK1|CTK2|CTK3|GCD11|HPM1|NAM9|RPS2|RPS9A|RPS9B	9
GO:0006620	POSTTRANSLATIONAL PROTEIN TARGETING TO ENDOPLASMIC RETICULUM MEMBRANE	BTT1|EGD1|EGD2|GET3|GET4|MDY2|SEC63|SGT2|YBR137W	9
GO:0030163	PROTEIN CATABOLIC PROCESS	CIC1|LAP2|MCX1|NMA111|NTA1|PIM1|RKR1|RPT1|RPT2|RPT3|RPT4|RPT5|RPT6|SKI7|SUE1|YGR066C	16
GO:0065003	PROTEIN-CONTAINING COMPLEX ASSEMBLY	AFG3|ATP11|ATP18|ATP19|ATP20|ATP4|CLC1|SAM50|SPC110|TIM11|YTA12	11
GO:1902600	PROTON TRANSMEMBRANE TRANSPORT	ATP1|ATP2|COX12|COX13|COX5A|COX5B|COX6|COX7|COX8|COX9|ENA1|ENA2|ENA5|GAL2|GEF1|GEX1|GEX2|HXT1|HXT10|HXT11|HXT13|HXT14|HXT15|HXT16|HXT17|HXT2|HXT3|HXT4|HXT5|HXT6|HXT7|HXT8|HXT9|KHA1|MAL11|MAL31|MDM38|MPH2|MPH3|MTC3|NHA1|NHX1|PMA1|PMA2|PMR1|RGT2|SIA1|SMF1|SNF3|STL1|STV1|VMA1|VMA10|VMA11|VMA13|VMA16|VMA2|VMA3|VMA4|VMA5|VMA6|VMA7|VMA8|VMA9|VNX1|VPH1|YBR219C|YBR220C|YDL183C|YDL199C|YLH47	71
GO:0006090	PYRUVATE METABOLIC PROCESS	ACS2|ALD4|CDC19|LAT1|LPD1|MAE1|PDC1|PDC5|PYC1|PYC2|PYK2	11
GO:0000321	RE-ENTRY INTO MITOTIC CELL CYCLE AFTER PHEROMONE ARREST	CLN2|EFG1|FAR10|FAR11|FAR3|FAR7|FAR8|POG1|VPS64	9
GO:0032465	REGULATION OF CYTOKINESIS	BUD14|CDC5|DBF2|FIR1|IPL1|KEL1|KEL2|SLI15|VRP1	9
GO:0043619	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS	COM2|MSN2|MSN4|SCH9|SKN7|SNT2|STB5|YAP1|YRR1	9
GO:0000712	RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES	CDC5|HFM1|MHF1|MHF2|MMS4|MSH4|MUS81|RAD1|TOP2	9
GO:0006986	RESPONSE TO UNFOLDED PROTEIN	ECM10|GLC7|HAC1|HSP104|HSP78|IRE1|KAR2|LHS1|MNL1|ORM1|ORM2|REG1|SCJ1|SNF1|SSA1|SSA2|SSA3|SSA4|SSB1|SSB2|SSC1|SSQ1|SSZ1|ULI1|ZIM17	25
GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL	CDC48|DER1|HRD1|HRD3|NPL4|SEC61|SSM4|UFD1|YOS9	9
GO:0006401	RNA CATABOLIC PROCESS	DBR1|MTR4|NUC1|RNH1|RNH202|RNH203|RNY1|RRP43|SKI2|SKI3|SUV3	11
GO:0016075	RRNA CATABOLIC PROCESS	DIS3|MTR3|MTR4|RRP42|RRP43|RRP45|RRP46|SKI6|XRN1	9
GO:0007264	SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION	BEM2|BUD5|CDC25|CDC42|DCK1|DSS4|GDI1|LTE1|MRS6|RGA2|RGD2|RHB1|RHO1|RHO2|RHO3|RHO4|RHO5|ROM1|ROM2|RSR1|SDC25|SRO7	22
GO:0006665	SPHINGOLIPID METABOLIC PROCESS	ARV1|AUR1|DPL1|HFD1|ISC1|KEI1|KES1|LAC1|LAG1|LCB1|LCB2|LCB3|LCB4|LCB5|NCR1|SUR2|TIM54|TSC10|YND1|YSR3	20
GO:0030435	SPORULATION RESULTING IN FORMATION OF A CELLULAR SPORE	ADY3|ADY4|BDF1|BDF2|CDA1|CDA2|CDC4|CNM67|CRR1|CSM4|CTS2|DIT1|DIT2|DMC1|DON1|DTR1|EMI1|EMI2|FKS3|FMP45|GSC2|GSM1|HST1|IME1|IME2|IME4|IRC18|IRC19|ISC10|LDS1|LDS2|LOH1|LRG1|MDS3|MEI4|MEI5|MPC54|MRPL37|MRPS17|MUM2|MUM3|OAF1|OSW1|OSW2|OSW5|OSW7|PFS1|PMD1|PRB1|RAD6|RED1|RIM20|RIM4|RMD1|RMD6|RMD8|RMD9|RRT12|RRT8|RSC1|RSC2|SEF1|SGA1|SHC1|SHE10|SLZ1|SMA1|SMA2|SMK1|SPO1|SPO11|SPO12|SPO13|SPO14|SPO16|SPO19|SPO20|SPO21|SPO22|SPO23|SPO24|SPO7|SPO71|SPO73|SPO74|SPO75|SPO77|SPR1|SPR3|SPR6|SPS1|SPS100|SPS18|SPS19|SPS2|SPS22|SPS4|SSP1|SSP2|SUM1|SUR7|TGL4|TGL5|TRS85|UBX4|UBX6|UBX7|VAN1|XRS2	109
GO:0016050	VESICLE ORGANIZATION	ATG19|ATG21|ATG27|BST1|EMP24|MST28|SAR1|UBC1|VPS51	9
GO:1902626	ASSEMBLY OF LARGE SUBUNIT PRECURSOR OF PRERIBOSOME	DBP10|NIP7|NOG1|NOP2|RLP24|RPF2|RPL24A|RPL24B|SPB4|TIF6	10
GO:0007117	BUDDING CELL BUD GROWTH	DCW1|DFG5|ELM1|GIN4|KCC4|NAP1|PPH21|PPH22|REI1|RHO1	10
GO:0000196	CELL WALL INTEGRITY MAPK CASCADE	BCK1|MKK1|MKK2|PKH1|PKH2|PKH3|SDP1|SLT2|STE11|STE7	10
GO:0006081	CELLULAR ALDEHYDE METABOLIC PROCESS	AAD10|AAD14|AAD15|AAD16|AAD3|AAD4|AAD6|ADH6|HFD1|YPL088W	10
GO:0030026	CELLULAR MANGANESE ION HOMEOSTASIS	ATX2|CCC1|GDT1|MAM3|PER1|PMR1|SMF1|SMF2|SMF3|SPF1	10
GO:0071472	CELLULAR RESPONSE TO SALT STRESS	FRT1|FRT2|MCK1|MRK1|NUP42|PSR1|PSR2|RIM11|TTI2|VPH1|YGK3	11
GO:0032508	DNA DUPLEX UNWINDING	ARP4|ARP5|ARP8|CHL1|DBP9|DNA2|ECM32|FUN30|HCS1|HMI1|HRQ1|INO80|IRC3|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|MGS1|MPH1|PIF1|PSF2|RAD18|RAD26|RAD5|RAD50|RAD6|RDH54|RRM3|RVB1|RVB2|SEN1|SGS1|SLD5|SRS2|SSL2|STH1|SWR1|YEL077C|YFL066C|YIL177C|YJL225C|YKU70|YKU80|YLL066C|YLL067C|YML133C|YPR204W|YRF1-1|YRF1-2|YRF1-3|YRF1-4|YRF1-5|YRF1-6|YRF1-7|YRF1-8	57
GO:0006353	DNA-TEMPLATED TRANSCRIPTION, TERMINATION	BUR2|CTR9|GRS1|LEO1|PAF1|PCF11|RAD6|RAI1|RAT1|RTF1|SEN1|SET2|SUP45	13
GO:0032456	ENDOCYTIC RECYCLING	DRS2|RCY1|RRT2|RTT10|SNX3|SNX4|VPS52|YPT1	8
GO:0007029	ENDOPLASMIC RETICULUM ORGANIZATION	EMP46|EMP47|HER1|HER2|SEC16|SEC31|SEY1|SWC3|UIP5|YOP1	10
GO:0016197	ENDOSOMAL TRANSPORT	EDE1|EMP70|END3|IRS4|PAN1|SLA1|SLM1|SLM2|VPS16|VPS4	10
GO:0071712	ER-ASSOCIATED MISFOLDED PROTEIN CATABOLIC PROCESS	CDC48|KRE5|NPL4|PMT1|PMT2|PMT3|PMT6|PMT7|STE24|UFD1	10
GO:0006006	GLUCOSE METABOLIC PROCESS	DOG1|DOG2|FBP26|GLK1|GRR1|HXK1|HXK2|PGM1|PGM2|PKP1|PKP2|PRM15|RGT1|STD1|TDH1|TDH2|TDH3|YHR210C|YNR071C|ZWF1	20
GO:0045132	MEIOTIC CHROMOSOME SEGREGATION	AFT1|AMA1|CSM1|CSM2|CSM3|CSM4|ECO1|MAM1|NUD1|NUF2|SGO1|SGS1	12
GO:0045144	MEIOTIC SISTER CHROMATID SEGREGATION	CIN8|CSM1|IML3|IPL1|IRC15|KIP3|MMS22|RDH54|SGO1|SOH1	10
GO:0009086	METHIONINE BIOSYNTHETIC PROCESS	ADE3|ADI1|HOM2|HOM3|HOM6|IRC7|MDE1|MET1|MET10|MET12|MET13|MET14|MET16|MET17|MET2|MET22|MET28|MET3|MET30|MET4|MET5|MET6|MET8|MHT1|MIS1|MRI1|SAM4|STR2|STR3|UTR4|YLL058W|YML082W|YMR321C	33
GO:0000266	MITOCHONDRIAL FISSION	CAF4|DNM1|FIS1|MDM36|MDV1|MGM1|NUM1|RPN11|SAR1|VPS1	10
GO:0034551	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX III ASSEMBLY	BCS1|CBP3|CBP4|CBP6|CBS1|COI1|FMP25|MZM1|QCR7|QCR9	10
GO:0031990	MRNA EXPORT FROM NUCLEUS IN RESPONSE TO HEAT STRESS	ASM4|NUP100|NUP120|NUP133|NUP188|NUP2|NUP42|NUP60|NUP84|RPB4	10
